row_id,week_start,pilot_name,region,channel,store_cluster,stores,avg_temp_f,weather_index,units_sold,revenue,gross_margin_pct,repeat_rate,attach_rate,cannibalization_index,promo_spend,app_impressions,conversion_rate,customer_segment,ops_complexity_score,stockout_rate,nps
135,2025-06-23,Summer Berry Refresher,Texas,RTD Retail,texas-1,128,85,0.656,6067,27240.83,0.602,0.242,0.12,0.184,38656,334208,0.0655,Morning commuter,2.96,0.014,53
136,2025-05-12,Spiced Mocha Cold Brew,Midwest,Drive-thru,midwest-6,108,72,0.453,7170,42661.5,0.702,0.232,0.109,0.274,22572,291060,0.0697,Warm-weather commuter,2.16,0.064,42
137,2025-10-06,Pineapple Passionfruit Refresher,California,In-store,california-7,168,92,0.904,12610,75029.5,0.626,0.27,0.149,0.217,25536,438480,0.069,Cold coffee loyalist,1.43,0.014,50
138,2025-12-08,Spiced Mocha Cold Brew,South,Drive-thru,south-4,45,72,0.562,2953,17570.35,0.689,0.282,0.127,0.266,9990,83475,0.0754,Cold coffee loyalist,3.7,0.041,50
139,2025-05-19,Spiced Mocha Cold Brew,Southeast,Mobile Order,southeast-7,179,66,0.35,9879,58780.05,0.711,0.256,0.253,0.138,41349,533957,0.0625,Cold coffee loyalist,3.66,0.071,48
140,2026-01-26,Blood Orange Espresso Tonic,Southeast,Delivery,southeast-8,57,85,0.687,4086,24311.7,0.701,0.253,0.125,0.056,11913,74784,0.0941,Warm-weather commuter,2.82,0.064,43
141,2025-10-06,Spiced Mocha Cold Brew,West,RTD Retail,west-7,131,96,0.951,7458,33486.42,0.732,0.295,0.16,0.117,41789,418021,0.0938,Warm-weather commuter,3.64,0.01,52
142,2025-06-23,Citrus Green Tea,California,RTD Retail,california-5,124,59,0.35,4052,18193.48,0.617,0.18,0.224,0.229,26288,435984,0.079,Morning commuter,4.09,0.071,44
143,2026-01-12,Pineapple Passionfruit Refresher,Pacific Northwest,In-store,pacific-northwest-2,184,78,0.59,9922,59035.9,0.718,0.23,0.087,0.114,26496,189888,0.0889,Rewards power user,1.15,0.033,56
144,2025-08-04,Summer Berry Refresher,Texas,Drive-thru,texas-1,155,74,0.587,7070,42066.5,0.742,0.239,0.101,0.209,24645,551490,0.0672,Rewards power user,3.72,0.025,47
145,2025-09-22,Iced Ube Coconut Macchiato,California,Drive-thru,california-5,174,67,0.438,10455,62207.25,0.606,0.224,0.135,0.162,46980,426822,0.0575,Rewards power user,1.63,0.052,42
146,2025-10-13,Blood Orange Espresso Tonic,Southeast,RTD Retail,southeast-2,206,95,0.869,14198,63749.02,0.579,0.251,0.074,0.118,58916,239784,0.0937,Rewards power user,5.27,0.11,39
147,2025-06-30,Iced Ube Coconut Macchiato,Southeast,Delivery,southeast-5,184,78,0.575,9170,54561.5,0.741,0.218,0.159,0.158,23920,537648,0.0857,Warm-weather commuter,4.32,0.117,41
148,2025-06-23,Citrus Green Tea,Northeast,RTD Retail,northeast-8,98,95,0.893,5542,24883.58,0.747,0.291,0.128,0.172,9016,153174,0.0996,Cold coffee loyalist,2.18,0.034,52
149,2025-12-22,Blood Orange Espresso Tonic,New York Metro,Mobile Order,new-york-metro-8,132,83,0.686,6655,39597.25,0.744,0.255,0.213,0.177,19932,443916,0.0735,Warm-weather commuter,3.55,0.001,49
150,2026-01-19,Vanilla Cream Cold Brew,Northeast,RTD Retail,northeast-8,65,62,0.35,4984,22378.16,0.707,0.265,0.171,0.284,10920,174070,0.0865,Cold coffee loyalist,4.26,0.067,44
151,2026-02-02,Vanilla Cream Cold Brew,Northeast,RTD Retail,northeast-1,173,87,0.757,14837,66618.13,0.673,0.314,0.232,0.175,37714,399976,0.0838,Morning commuter,2.45,0.08,55
152,2025-11-17,Vanilla Cream Cold Brew,Midwest,Mobile Order,midwest-8,36,95,0.865,3945,23472.75,0.731,0.3,0.104,0.102,3348,50472,0.0831,Warm-weather commuter,2.67,0.086,52
153,2025-09-08,Blood Orange Espresso Tonic,West,In-store,west-2,157,89,0.742,10259,61041.05,0.653,0.262,0.216,0.272,44431,363455,0.0707,Morning commuter,4.66,0.059,51
154,2025-07-28,Cinder Orange Cold Brew Sim,West,Delivery,west-1,207,77,0.548,23029,137022.55,0.788,0.242,0.078,0.242,31464,333063,0.0845,Seasonal trial seeker,3.09,0.021,42
155,2025-05-26,Citrus Green Tea,South,In-store,south-7,63,64,0.379,3039,18082.05,0.737,0.198,0.188,0.174,5670,152649,0.0728,Cold coffee loyalist,4.62,0.049,37
156,2025-07-28,Blood Orange Espresso Tonic,Southeast,Drive-thru,southeast-5,177,79,0.575,10143,60350.85,0.567,0.231,0.087,0.171,48675,462147,0.0914,Rewards power user,4.82,0.056,40
157,2025-06-02,Iced Ube Coconut Macchiato,Northeast,Mobile Order,northeast-5,106,66,0.42,5674,33760.3,0.617,0.221,0.147,0.273,25864,327434,0.0822,Seasonal trial seeker,2.54,0.071,49
158,2025-05-05,Pineapple Passionfruit Refresher,Northeast,Delivery,northeast-4,138,65,0.43,8986,53466.7,0.784,0.227,0.111,0.186,18906,248124,0.0638,Warm-weather commuter,2.52,0.016,44
159,2025-10-06,Blood Orange Espresso Tonic,California,RTD Retail,california-7,199,61,0.35,7005,31452.45,0.65,0.198,0.068,0.082,62884,576304,0.0711,Rewards power user,5.01,0.045,32
160,2025-08-18,Blood Orange Espresso Tonic,Texas,In-store,texas-1,215,74,0.511,8835,52568.25,0.681,0.204,0.069,0.109,43215,690150,0.0554,Warm-weather commuter,4.38,0.076,35
161,2025-09-08,Blood Orange Espresso Tonic,Southeast,Drive-thru,southeast-4,79,66,0.407,4447,26459.65,0.574,0.183,0.177,0.264,8453,274999,0.0787,Gen Z afternoon,5.34,0.051,41
162,2026-01-05,Pineapple Passionfruit Refresher,Midwest,RTD Retail,midwest-6,219,76,0.624,8928,40086.72,0.73,0.253,0.19,0.059,22995,702771,0.0826,Gen Z afternoon,3.96,0.083,42
163,2025-07-28,Cinder Orange Cold Brew Sim,Pacific Northwest,Drive-thru,pacific-northwest-7,108,72,0.554,9257,55079.15,0.656,0.262,0.172,0.268,12960,318384,0.0623,Morning commuter,2.68,0.051,55
164,2026-01-05,Summer Berry Refresher,Midwest,Drive-thru,midwest-8,206,56,0.35,6593,39228.35,0.651,0.189,0.193,0.221,62624,398198,0.0554,Gen Z afternoon,3.39,0.05,36
165,2025-07-14,Citrus Green Tea,Midwest,Mobile Order,midwest-7,52,95,0.846,4584,27274.8,0.671,0.253,0.273,0.222,4836,66300,0.0879,Cold coffee loyalist,3.57,0.039,46
166,2025-05-12,Cinder Orange Cold Brew Sim,Southeast,In-store,southeast-1,198,65,0.35,15997,95182.15,0.602,0.25,0.2,0.3,63162,209682,0.0879,Warm-weather commuter,5.03,0.092,38
167,2026-02-02,Spiced Mocha Cold Brew,Texas,RTD Retail,texas-7,179,92,0.809,10769,48352.81,0.626,0.316,0.087,0.152,49046,364802,0.0939,Morning commuter,1.85,0.021,60
168,2025-12-22,Iced Ube Coconut Macchiato,New York Metro,Mobile Order,new-york-metro-1,69,58,0.35,4775,28411.25,0.76,0.177,0.25,0.133,20562,90597,0.075,Rewards power user,1.42,0.003,43
169,2025-10-27,Blood Orange Espresso Tonic,Southeast,RTD Retail,southeast-2,150,63,0.358,5981,26854.69,0.638,0.183,0.102,0.237,41850,411450,0.0612,Warm-weather commuter,4.07,0.05,45
170,2026-01-12,Blood Orange Espresso Tonic,Pacific Northwest,Mobile Order,pacific-northwest-3,94,93,0.831,6556,39008.2,0.601,0.247,0.22,0.138,14852,228420,0.0853,Seasonal trial seeker,3.95,0.017,52
171,2025-09-29,Iced Ube Coconut Macchiato,West,Drive-thru,west-4,146,59,0.35,6379,37955.05,0.774,0.191,0.235,0.052,12556,394638,0.0695,Warm-weather commuter,2.22,0.066,41
172,2025-09-01,Citrus Green Tea,Southeast,In-store,southeast-6,139,77,0.521,6061,36062.95,0.795,0.24,0.199,0.187,26827,547938,0.075,Morning commuter,4.57,0.067,50
173,2025-08-11,Blood Orange Espresso Tonic,Southeast,Mobile Order,southeast-4,162,68,0.481,8172,48623.4,0.65,0.213,0.258,0.161,32562,265194,0.0848,Rewards power user,1.83,0.01,49
174,2025-08-25,Iced Ube Coconut Macchiato,Pacific Northwest,RTD Retail,pacific-northwest-2,72,79,0.637,3374,15149.26,0.676,0.227,0.209,0.265,21600,267336,0.0634,Cold coffee loyalist,4.51,0.041,39
175,2025-06-02,Blood Orange Espresso Tonic,California,Drive-thru,california-3,200,96,0.957,18701,111270.95,0.609,0.259,0.093,0.192,21400,467800,0.0696,Seasonal trial seeker,3.66,0.086,52
176,2025-09-29,Vanilla Cream Cold Brew,Texas,In-store,texas-8,43,80,0.617,2719,16178.05,0.61,0.269,0.113,0.161,10707,91719,0.0714,Morning commuter,2.23,0.027,53
177,2025-07-28,Spiced Mocha Cold Brew,Florida,In-store,florida-3,155,89,0.787,13483,80223.85,0.621,0.297,0.219,0.183,16120,371380,0.0766,Gen Z afternoon,4.38,0.086,48
178,2025-07-28,Cinder Orange Cold Brew Sim,Southeast,In-store,southeast-8,199,73,0.443,13305,79164.75,0.73,0.232,0.126,0.218,52735,793214,0.0885,Warm-weather commuter,3.29,0.02,51
179,2026-01-12,Pineapple Passionfruit Refresher,California,RTD Retail,california-3,110,81,0.718,7054,31672.46,0.747,0.223,0.168,0.192,18590,440550,0.0673,Warm-weather commuter,4.05,0.036,42
180,2025-12-22,Cinder Orange Cold Brew Sim,Northeast,Drive-thru,northeast-2,130,69,0.439,8754,52086.3,0.668,0.257,0.127,0.136,34060,224120,0.0944,Gen Z afternoon,3.61,0.036,53
181,2026-01-19,Vanilla Cream Cold Brew,California,RTD Retail,california-4,177,72,0.565,13345,59919.05,0.644,0.262,0.168,0.253,38055,444447,0.0843,Warm-weather commuter,4.57,0.04,43
182,2025-08-25,Pineapple Passionfruit Refresher,West,Mobile Order,west-5,76,81,0.683,4473,26614.35,0.721,0.242,0.138,0.276,14896,203908,0.0702,Cold coffee loyalist,3.99,0.082,53
183,2025-09-15,Iced Ube Coconut Macchiato,New York Metro,In-store,new-york-metro-3,177,64,0.385,7961,47367.95,0.669,0.195,0.193,0.127,44073,462855,0.0622,Gen Z afternoon,3.18,0.047,48
184,2025-11-17,Summer Berry Refresher,Midwest,Delivery,midwest-8,107,59,0.35,3445,20497.75,0.63,0.18,0.218,0.257,13696,192921,0.0614,Rewards power user,2.81,0.083,41
185,2025-10-27,Vanilla Cream Cold Brew,California,Mobile Order,california-7,122,88,0.71,9957,59244.15,0.677,0.268,0.14,0.23,23180,313906,0.0781,Morning commuter,2.53,0.069,45
186,2025-09-01,Vanilla Cream Cold Brew,Pacific Northwest,In-store,pacific-northwest-8,194,77,0.544,11926,70959.7,0.719,0.258,0.127,0.107,45590,402744,0.0862,Gen Z afternoon,4.67,0.042,43
187,2025-07-21,Citrus Green Tea,Florida,Delivery,florida-7,156,87,0.804,9591,57066.45,0.632,0.24,0.081,0.066,22308,173472,0.0898,Gen Z afternoon,4.13,0.054,42
188,2025-09-29,Vanilla Cream Cold Brew,South,Delivery,south-4,191,90,0.766,16297,96967.15,0.738,0.316,0.22,0.251,37818,440255,0.1058,Rewards power user,1.82,0.013,61
189,2025-05-05,Cinder Orange Cold Brew Sim,West,Drive-thru,west-5,82,72,0.46,5806,34545.7,0.772,0.226,0.087,0.153,22960,339234,0.0709,Morning commuter,4.94,0.104,49
190,2025-08-11,Citrus Green Tea,Texas,Drive-thru,texas-7,77,88,0.803,5962,35473.9,0.615,0.254,0.113,0.067,7700,158158,0.0851,Seasonal trial seeker,4.06,0.082,46
191,2025-09-01,Cinder Orange Cold Brew Sim,South,RTD Retail,south-6,170,83,0.683,13042,58558.58,0.676,0.305,0.215,0.253,30770,697340,0.0908,Rewards power user,1.81,0.057,58
192,2025-06-23,Iced Ube Coconut Macchiato,Florida,Delivery,florida-2,193,87,0.783,11064,65830.8,0.647,0.249,0.196,0.129,36091,578421,0.0835,Seasonal trial seeker,2.98,0.085,42
193,2025-08-11,Blood Orange Espresso Tonic,West,Delivery,west-7,115,83,0.673,7021,41774.95,0.738,0.254,0.097,0.06,15870,120290,0.0713,Rewards power user,5.21,0.056,51
194,2025-08-11,Iced Ube Coconut Macchiato,South,In-store,south-3,54,96,0.902,4292,25537.4,0.739,0.266,0.143,0.158,15984,65232,0.0912,Gen Z afternoon,2.69,0.075,44
195,2025-07-21,Pineapple Passionfruit Refresher,Texas,Mobile Order,texas-1,137,64,0.359,7698,45803.1,0.742,0.172,0.168,0.19,38086,370722,0.0585,Rewards power user,2.31,0.09,46
196,2025-10-13,Summer Berry Refresher,West,In-store,west-6,172,70,0.522,8769,52175.55,0.679,0.233,0.161,0.085,35088,611116,0.08,Gen Z afternoon,3.21,0.006,51
197,2025-12-29,Spiced Mocha Cold Brew,Florida,RTD Retail,florida-6,49,59,0.35,2143,9622.07,0.767,0.233,0.097,0.197,11319,67767,0.0691,Gen Z afternoon,4.23,0.1,50
198,2025-09-08,Cinder Orange Cold Brew Sim,South,Mobile Order,south-4,186,68,0.455,18951,112758.45,0.786,0.279,0.154,0.235,19716,295740,0.0664,Seasonal trial seeker,4.36,0.099,45
199,2025-11-10,Vanilla Cream Cold Brew,Midwest,Drive-thru,midwest-7,100,93,0.896,9773,58149.35,0.669,0.34,0.079,0.243,26000,311800,0.1082,Seasonal trial seeker,2.05,0.036,63
200,2025-12-22,Iced Ube Coconut Macchiato,Midwest,RTD Retail,midwest-1,202,77,0.647,7807,35053.43,0.601,0.236,0.103,0.244,55146,684780,0.0906,Seasonal trial seeker,2.85,0.069,46
201,2026-01-26,Blood Orange Espresso Tonic,West,Drive-thru,west-6,71,71,0.478,3232,19230.4,0.622,0.207,0.168,0.115,6319,217189,0.086,Morning commuter,3.5,0.077,42
202,2025-12-15,Cinder Orange Cold Brew Sim,Southeast,Mobile Order,southeast-4,195,95,0.972,27974,166445.3,0.727,0.317,0.229,0.174,29055,380250,0.0879,Gen Z afternoon,4.53,0.113,46
203,2025-10-06,Summer Berry Refresher,California,Delivery,california-5,152,88,0.722,7616,45315.2,0.784,0.214,0.126,0.139,27816,261288,0.0782,Morning commuter,2.33,0.013,45
204,2026-01-12,Summer Berry Refresher,Texas,Delivery,texas-7,198,87,0.739,14211,84555.45,0.796,0.226,0.118,0.236,56430,598158,0.0633,Morning commuter,1.93,0.024,43
205,2026-02-02,Cinder Orange Cold Brew Sim,California,Delivery,california-7,100,91,0.772,8907,52996.65,0.745,0.313,0.201,0.098,11400,95800,0.1041,Gen Z afternoon,4.7,0.093,43
206,2025-10-13,Blood Orange Espresso Tonic,Northeast,RTD Retail,northeast-3,43,80,0.652,1950,8755.5,0.736,0.215,0.204,0.089,11825,175397,0.084,Warm-weather commuter,3.83,0.085,50
207,2025-12-01,Iced Ube Coconut Macchiato,Midwest,Mobile Order,midwest-4,134,85,0.746,9033,53746.35,0.724,0.225,0.11,0.168,27202,463372,0.0711,Seasonal trial seeker,2.23,0.036,44
208,2025-12-29,Citrus Green Tea,Northeast,RTD Retail,northeast-8,216,69,0.369,6450,28960.5,0.74,0.169,0.15,0.212,64152,682344,0.0592,Cold coffee loyalist,3.72,0.073,46
209,2025-11-03,Summer Berry Refresher,Texas,Mobile Order,texas-5,173,68,0.371,7777,46273.15,0.708,0.199,0.244,0.166,17473,388731,0.0832,Morning commuter,3.24,0.082,42
210,2025-12-15,Summer Berry Refresher,Northeast,RTD Retail,northeast-7,137,81,0.593,6759,30347.91,0.719,0.218,0.147,0.063,32606,388258,0.0707,Morning commuter,1.92,0.018,40
211,2025-06-23,Pineapple Passionfruit Refresher,Florida,In-store,florida-1,163,90,0.785,13215,78629.25,0.779,0.249,0.134,0.279,26732,328608,0.0602,Cold coffee loyalist,1.77,0.077,54
212,2025-09-08,Citrus Green Tea,Pacific Northwest,RTD Retail,pacific-northwest-7,93,74,0.576,4585,20586.65,0.741,0.212,0.187,0.178,13485,316851,0.0722,Gen Z afternoon,5.14,0.09,45
213,2025-05-19,Spiced Mocha Cold Brew,New York Metro,Delivery,new-york-metro-4,48,68,0.38,2240,13328,0.67,0.234,0.198,0.156,10368,77280,0.0675,Warm-weather commuter,2.51,0.067,46
214,2025-09-01,Vanilla Cream Cold Brew,Texas,In-store,texas-5,165,59,0.35,9417,56031.15,0.65,0.263,0.111,0.271,35640,283965,0.0721,Morning commuter,1.97,0.035,46
215,2025-07-14,Cinder Orange Cold Brew Sim,Northeast,Mobile Order,northeast-6,208,85,0.734,19383,115328.85,0.772,0.287,0.165,0.219,28704,532688,0.0946,Morning commuter,3.19,0.056,47
216,2025-09-15,Cinder Orange Cold Brew Sim,California,In-store,california-1,124,97,1,9181,54626.95,0.671,0.316,0.218,0.096,19344,454460,0.076,Seasonal trial seeker,4.76,0.05,49
217,2025-06-30,Summer Berry Refresher,New York Metro,Mobile Order,new-york-metro-5,205,69,0.473,14974,89095.3,0.755,0.23,0.263,0.278,45305,357315,0.0764,Seasonal trial seeker,2.82,0.07,50
218,2025-09-29,Summer Berry Refresher,Midwest,Drive-thru,midwest-2,123,94,0.916,9666,57512.7,0.689,0.289,0.174,0.229,34932,397905,0.1001,Morning commuter,3.24,0.025,54
219,2025-05-12,Spiced Mocha Cold Brew,Northeast,Drive-thru,northeast-1,215,86,0.758,15910,94664.5,0.68,0.306,0.142,0.317,43000,823880,0.0826,Seasonal trial seeker,2.78,0.062,52
220,2025-06-30,Iced Ube Coconut Macchiato,Northeast,Mobile Order,northeast-1,84,86,0.753,7817,46511.15,0.7,0.217,0.164,0.209,8316,331632,0.0811,Morning commuter,3.02,0.045,41
221,2025-12-08,Summer Berry Refresher,Northeast,In-store,northeast-1,68,70,0.502,2786,16576.7,0.717,0.196,0.085,0.22,5440,117640,0.0615,Gen Z afternoon,3.82,0.074,50
222,2025-07-21,Cinder Orange Cold Brew Sim,Pacific Northwest,RTD Retail,pacific-northwest-6,53,73,0.579,5169,23208.81,0.638,0.254,0.239,0.244,16536,96354,0.091,Cold coffee loyalist,2.06,0.038,49
223,2026-01-26,Vanilla Cream Cold Brew,California,RTD Retail,california-7,75,59,0.35,5120,22988.8,0.736,0.221,0.069,0.139,21750,104700,0.074,Rewards power user,1.32,0.045,56
224,2025-05-19,Vanilla Cream Cold Brew,South,Mobile Order,south-3,61,57,0.35,4767,28363.65,0.68,0.246,0.155,0.292,14213,252784,0.0897,Morning commuter,4.53,0.066,43
225,2025-09-08,Summer Berry Refresher,South,Drive-thru,south-6,210,59,0.35,6092,36247.4,0.785,0.186,0.217,0.058,47040,550620,0.0733,Morning commuter,1.29,0.079,39
226,2025-08-04,Cinder Orange Cold Brew Sim,South,Mobile Order,south-7,172,65,0.35,11406,67865.7,0.63,0.244,0.201,0.289,14964,655836,0.0601,Cold coffee loyalist,2.49,0.056,56
227,2025-12-22,Summer Berry Refresher,Texas,Drive-thru,texas-8,114,57,0.35,5180,30821,0.693,0.176,0.167,0.083,35340,190494,0.0621,Morning commuter,1.81,0.011,50
228,2025-06-16,Pineapple Passionfruit Refresher,New York Metro,Delivery,new-york-metro-6,92,79,0.639,6911,41120.45,0.653,0.206,0.214,0.246,19964,325956,0.0669,Warm-weather commuter,2.25,0.044,41
229,2025-11-24,Spiced Mocha Cold Brew,Midwest,Delivery,midwest-7,214,59,0.35,18342,109134.9,0.699,0.214,0.219,0.205,57994,687154,0.0635,Gen Z afternoon,1.47,0.061,48
230,2025-07-21,Blood Orange Espresso Tonic,Florida,In-store,florida-8,171,72,0.481,9838,58536.1,0.686,0.217,0.106,0.078,30780,204858,0.0742,Gen Z afternoon,3.08,0.04,45
231,2025-08-11,Vanilla Cream Cold Brew,New York Metro,Delivery,new-york-metro-2,214,88,0.722,12913,76832.35,0.763,0.305,0.219,0.097,40232,535428,0.0742,Morning commuter,1.91,0.039,59
232,2025-08-18,Spiced Mocha Cold Brew,South,RTD Retail,south-3,151,71,0.489,12170,54643.3,0.646,0.286,0.21,0.183,14043,351075,0.0712,Seasonal trial seeker,4.08,0.119,51
233,2025-05-26,Cinder Orange Cold Brew Sim,Texas,RTD Retail,texas-4,103,96,0.943,7498,33666.02,0.601,0.341,0.199,0.206,27398,399125,0.098,Warm-weather commuter,3.06,0.087,55
234,2025-10-27,Blood Orange Espresso Tonic,Pacific Northwest,Drive-thru,pacific-northwest-1,44,72,0.424,2663,15844.85,0.66,0.174,0.219,0.211,7832,46948,0.0639,Rewards power user,2.74,0.026,41
235,2026-01-05,Citrus Green Tea,Texas,Mobile Order,texas-5,45,67,0.405,2662,15838.9,0.793,0.179,0.252,0.153,6570,74835,0.0524,Morning commuter,2.97,0.042,43
236,2025-12-15,Blood Orange Espresso Tonic,Texas,Drive-thru,texas-5,199,71,0.525,7553,44940.35,0.696,0.243,0.147,0.09,52337,414517,0.0804,Rewards power user,5.68,0.101,36
237,2025-07-14,Blood Orange Espresso Tonic,West,Drive-thru,west-6,42,61,0.35,2436,14494.2,0.726,0.209,0.142,0.232,13398,137508,0.0671,Warm-weather commuter,2.38,0.008,53
238,2025-07-14,Blood Orange Espresso Tonic,Midwest,Mobile Order,midwest-1,101,77,0.638,6761,40227.95,0.706,0.227,0.105,0.05,23331,414807,0.0865,Gen Z afternoon,5.09,0.084,38
239,2025-08-18,Iced Ube Coconut Macchiato,South,RTD Retail,south-8,40,88,0.803,2594,11647.06,0.727,0.234,0.212,0.064,9640,68840,0.0794,Morning commuter,3.74,0.088,48
240,2025-12-08,Iced Ube Coconut Macchiato,Texas,In-store,texas-2,114,71,0.51,5368,31939.6,0.709,0.222,0.176,0.198,14934,265164,0.0576,Seasonal trial seeker,2.31,0.08,51
241,2026-01-19,Citrus Green Tea,Pacific Northwest,In-store,pacific-northwest-8,68,96,0.961,4204,25013.8,0.713,0.281,0.075,0.266,13872,230520,0.0926,Gen Z afternoon,4.11,0.088,47
242,2025-08-25,Pineapple Passionfruit Refresher,Southeast,In-store,southeast-1,71,75,0.593,3701,22020.95,0.619,0.245,0.188,0.165,7668,65036,0.0632,Cold coffee loyalist,1.98,0.077,49
243,2025-11-17,Citrus Green Tea,South,RTD Retail,south-8,138,85,0.754,9705,43575.45,0.659,0.237,0.122,0.201,43884,124614,0.0838,Morning commuter,5.64,0.082,42
244,2025-09-01,Pineapple Passionfruit Refresher,New York Metro,Drive-thru,new-york-metro-2,104,72,0.528,5319,31648.05,0.748,0.243,0.216,0.135,16848,132080,0.0743,Rewards power user,3.54,0.064,51
245,2025-12-22,Citrus Green Tea,Texas,Delivery,texas-8,103,61,0.35,4051,24103.45,0.667,0.213,0.081,0.192,16995,265534,0.0649,Cold coffee loyalist,2.45,0.024,43
246,2025-07-21,Pineapple Passionfruit Refresher,Midwest,Drive-thru,midwest-6,123,83,0.749,6599,39264.05,0.76,0.26,0.198,0.147,14760,383637,0.0695,Seasonal trial seeker,1.02,0.054,50
247,2025-12-01,Citrus Green Tea,South,Drive-thru,south-1,173,97,0.961,12617,75071.15,0.689,0.272,0.098,0.191,25085,295138,0.0696,Morning commuter,5.27,0.085,45
248,2025-06-23,Vanilla Cream Cold Brew,Florida,Drive-thru,florida-3,99,63,0.378,4632,27560.4,0.734,0.215,0.093,0.172,14157,137808,0.0632,Morning commuter,3.92,0.048,46
249,2025-12-15,Summer Berry Refresher,Florida,Mobile Order,florida-7,137,93,0.862,7251,43143.45,0.608,0.279,0.213,0.101,17262,517175,0.098,Gen Z afternoon,2.59,0.05,57
250,2025-07-14,Vanilla Cream Cold Brew,Northeast,Delivery,northeast-4,40,56,0.35,2284,13589.8,0.604,0.257,0.209,0.293,3240,59640,0.0914,Seasonal trial seeker,4.18,0.07,43
251,2025-06-09,Vanilla Cream Cold Brew,West,Delivery,west-3,137,58,0.35,7508,44672.6,0.797,0.261,0.153,0.131,31784,385107,0.0923,Gen Z afternoon,3.11,0.049,55
252,2025-08-04,Summer Berry Refresher,Florida,In-store,florida-7,182,63,0.356,7118,42352.1,0.632,0.19,0.125,0.27,22932,250978,0.0561,Warm-weather commuter,2.9,0.011,50
253,2025-11-17,Spiced Mocha Cold Brew,New York Metro,In-store,new-york-metro-5,92,71,0.488,6322,37615.9,0.769,0.253,0.073,0.292,10028,266892,0.0688,Warm-weather commuter,4.01,0.107,53
254,2025-06-30,Citrus Green Tea,California,RTD Retail,california-1,64,74,0.517,2606,11700.94,0.686,0.239,0.153,0.192,6912,266432,0.0601,Seasonal trial seeker,3.65,0.057,51
255,2025-05-26,Vanilla Cream Cold Brew,Midwest,Mobile Order,midwest-2,87,59,0.35,8174,48635.3,0.664,0.212,0.142,0.157,8961,138852,0.0729,Morning commuter,1.62,0.043,55
256,2025-07-14,Citrus Green Tea,Northeast,Drive-thru,northeast-8,138,56,0.35,5013,29827.35,0.633,0.163,0.149,0.092,24012,356040,0.0541,Seasonal trial seeker,5.19,0.048,34
257,2025-07-28,Pineapple Passionfruit Refresher,Midwest,In-store,midwest-8,87,56,0.35,3494,20789.3,0.631,0.213,0.227,0.223,9396,336081,0.0754,Warm-weather commuter,3.9,0.074,36
